agencyCode,agencyName,currentUII,investmentName,metricDescription,performanceMeasurementCategory,unitOfMeasure,reportingFrequency,agencyBaselineCapability,measurementCondition,target2022PY,target2023CY,dateOfLatestActualResult,latestActualResult,metTarget,isRetired,updatedTime
015,"Department of the Treasury",015-000000027,"Integrated Financial System/CORE Financial System (IFS)","Percentage of On-Time Delivery of fixes that remedy the
Defect Report (DR) as scheduled per the following
prioritization schedule:
Severity 1: (Critical) 100% in 1 calendar day
Severity 2: (High) 100% in 5 calendar days","Strategic and Business Results",Percentage,Monthly,0,"Over target",90,,2023-07-31,100,MET,false,"2023-08-22 10:35:56"
015,"Department of the Treasury",015-000000045,"Modernized e-File (MeF)","Percent of business tax returns processed electronically by MeF.","Strategic and Business Results",percentage,Monthly,0,"Over target",40,,2023-08-01,74.72,MET,false,"2023-08-17 10:17:42"
015,"Department of the Treasury",015-000000021,"Service Center Recognition/Image Processing System (SCRIPS)","Number of Moderate Priority (P2) trouble tickets not closed within 24 hours.","Strategic and Business Results",numeric,Monthly,0,"Under target",1,,2023-07-31,0,MET,false,"2023-08-21 15:30:29"
015,"Department of the Treasury",015-000000021,"Service Center Recognition/Image Processing System (SCRIPS)","Number of High Priority (P1) trouble tickets not  closed within 4 hours.","Strategic and Business Results",numeric,Monthly,0,"Under target",1,,2023-07-31,0,MET,false,"2023-08-21 15:30:30"
015,"Department of the Treasury",015-000000038,"International Treasury Services (ITS.gov)","Percentage of ITS.gov EFT and Check vendor payments made on time based on the requested settlement date","Strategic and Business Results",%,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-29 16:28:14"
015,"Department of the Treasury",015-000000038,"International Treasury Services (ITS.gov)","Percentage of Fedwire payments made on time based on the requested settlement date","Strategic and Business Results",%,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-29 16:28:15"
015,"Department of the Treasury",015-000000038,"International Treasury Services (ITS.gov)","Non-Returned Payment Ratio - The percentage of ITS payments processed by global service provider that are properly credited to the beneficiary","Financial Performance",%,Monthly,0,"Over target",99,,2023-07-31,99.8,MET,false,"2023-08-29 16:28:15"
015,"Department of the Treasury",015-000000038,"International Treasury Services (ITS.gov)","Percentage of days guaranteed FX rates were available to customers in ITS.gov by 6am EST.","Strategic and Business Results",%,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-29 16:28:16"
015,"Department of the Treasury",015-000000038,"International Treasury Services (ITS.gov)","System availability during core business hours (%)","Customer Satisfaction",%,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-29 16:28:16"
015,"Department of the Treasury",015-000000019,"Integrated Submission and Remittance Processing System (ISRP)","Production Problem Resolution and Reporting -  Number of high priority trouble tickets (P1) not closed within 4 hours.","Strategic and Business Results",numeric,Monthly,0,"Under target",0,,2023-07-31,0,MET,false,"2023-08-22 10:35:46"
015,"Department of the Treasury",015-000000369,"Foreign Account Tax Compliance Act (FATCA)","Number of Host Country Tax Authorities (HCTAs) reporting via International Data Exchange Service (IDES): This measures the treaty-based collaboration among international peers of IRS in leveraging their collective resources to jointly combat offshore tax evasion.","Strategic and Business Results",Number,Annual,0,"Over target",75,,,,,false,"2022-09-30 10:39:57"
015,"Department of the Treasury",015-000000369,"Foreign Account Tax Compliance Act (FATCA)","System Availability: Percentage of scheduled system availability. To measure this steady state performance metric, calculate the cumulative average percentage of system availability per an approved service level agreement as documented by IRS Information Technology Enterprise Services for 'Essential Business System's'","Strategic and Business Results",Percentage,Monthly,0,"Over target",90,,2023-07-31,100,MET,false,"2023-08-18 09:13:36"
015,"Department of the Treasury",015-000000019,"Integrated Submission and Remittance Processing System (ISRP)","System Availability (Uptime) - Percent of up time hours (actual uptime hours/planned uptime hours).","Financial Performance",Percent,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-22 10:35:46"
015,"Department of the Treasury",015-000000039,"Tax Collection Services (TCS)","Accuracy of Paper Enrollment Data Captured","Strategic and Business Results",Percentage,Monthly,0,"Over target",99.5,,2023-07-31,100,MET,false,"2023-08-31 08:59:36"
015,"Department of the Treasury",015-000000046,"Account Management Services (AMS)","AMS Databases Availability - This technical measure indicates the percentage of scheduled up-time of the four AMS databases that provide the data needed by AMS users.","Strategic and Business Results",Percentage,Monthly,0,"Over target",96,,2023-07-31,98,MET,false,"2023-08-22 10:35:59"
015,"Department of the Treasury",015-000000046,"Account Management Services (AMS)","AMS Imaging Inventory Application Availability - The AMS Imaging Inventory is used by over 8000 users to respond to taxpayer correspondence.  This measure indicates the percentage of scheduled up-time that the application is available to customer service representatives.   This technical measure considers the availability of the application servers, workflow system and content management system components of the Imaging Inventory.","Strategic and Business Results",Percentage,Monthly,0,"Over target",96,,2023-07-31,98,MET,false,"2023-08-22 10:35:58"
015,"Department of the Treasury",015-000000025,Pay.gov,"Collect $17.5B per month.","Strategic and Business Results","Billions of dollars collected",Monthly,0,"Over target",17.5,,2023-07-31,18.1696,MET,false,"2023-08-30 09:37:12"
015,"Department of the Treasury",015-000000025,Pay.gov,"Process 7 million collection transactions per month.","Financial Performance","Millions of transactions processed",Monthly,0,"Over target",7,,2023-07-31,9.612042,MET,false,"2023-08-30 09:37:13"
015,"Department of the Treasury",015-000000050,"Debit Gateway","Percentage of time DG is available to customers during normal processing time.","Customer Satisfaction",Percentage,Monthly,0,"Over target",99,,2023-07-31,100,MET,false,"2023-08-30 09:37:18"
015,"Department of the Treasury",015-000000025,Pay.gov,"Maintain system availability of 99.8%","Customer Satisfaction","system availability %",Monthly,0,"Over target",99.8,,2023-07-31,100,MET,false,"2023-08-30 09:37:13"
015,"Department of the Treasury",015-000000021,"Service Center Recognition/Image Processing System (SCRIPS)","Maintain a character recognition error rate on scanned forms of no more than 6% per month.","Strategic and Business Results",percent,Monthly,0,"Under target",6,,2023-07-31,5.9,MET,false,"2023-08-21 15:30:28"
015,"Department of the Treasury",015-000000285,"Affordable Care Act Administration","ACA applications in production requiring software code changes via P1/P2 defects. Note: Applications in production requiring no more than three P2 defects and zero P1 defects. Yellow Threshold is 4 P2 Defects and Red Threshold is 8 P2 defects or any P1 defect.","Customer Satisfaction",Number,Monthly,0,"Under target",3,,2023-06-30,0,MET,false,"2023-08-17 10:17:04"
015,"Department of the Treasury",015-000000285,"Affordable Care Act Administration","Branded Prescription Drug Fee Statutory ""Allocated Amount"" Collected.","Strategic and Business Results",Percentage,Annual,0,"Over target",100,,2022-09-30,100,MET,false,"2022-11-23 09:57:05"
015,"Department of the Treasury",015-000000285,"Affordable Care Act Administration","Percent of successful transactions.","Strategic and Business Results",Percentage,Monthly,0,"Over target",95,,2023-06-30,99.4,MET,false,"2023-08-17 10:17:03"
015,"Department of the Treasury",015-000000285,"Affordable Care Act Administration","Response Time Performance - Average Response Time in Seconds.","Customer Satisfaction",Seconds,Monthly,0,"Under target",5,,2023-06-30,0.36906,MET,false,"2023-08-17 10:17:03"
015,"Department of the Treasury",015-000000040,"BSA Mission Systems Support","Number of queries generated in FinCEN Query System per month","Strategic and Business Results",Number,Monthly,0,"Over target",560000,,2023-07-31,509833,"NOT MET",false,"2023-08-21 15:29:02"
015,"Department of the Treasury",015-000000046,"Account Management Services (AMS)","The projects actual costs will not exceed the budget allocation for the year.","Financial Performance",Percentage.,Annual,0,"Under target",0,,2022-12-31,0,MET,false,"2023-01-24 07:54:10"
015,"Department of the Treasury",015-000000056,"IRS.GOV - Portal Environment","Outage minutes for irs.gov calculated by Points of Presences (PoPs) reports","Customer Satisfaction",percentage,Monthly,0,"Over target",99.99,,2023-08-09,100,MET,false,"2023-08-18 09:13:42"
015,"Department of the Treasury",015-000000218,"Electronic Check Processing (ECP)","Number of incoming phone calls","Customer Satisfaction",Number,Monthly,150,"Over target",150,,2023-08-10,156,MET,false,"2023-08-30 09:37:16"
015,"Department of the Treasury",015-000000218,"Electronic Check Processing (ECP)","Number of total NEW users on system","Strategic and Business Results",Number,Monthly,50,"Over target",50,,2023-08-10,43,"NOT MET",false,"2023-08-30 09:37:17"
015,"Department of the Treasury",015-000200137,"Revenue Collections Support Services (RCSS)","BMS - Percentage of payments are authorized by the end of the month: Goal=100%","Customer Satisfaction",Percentage,Monthly,0,"Under target",100,,2023-07-31,100,MET,false,"2023-08-31 08:59:35"
015,"Department of the Treasury",015-000000044,"Return Review Program (RRP)","The cumulative number of confirmed identity theft (ID) returns identified by the data models.","Financial Performance","Number of confirmed identity theft (ID) returns",Quarterly,0,"Over target",0,,2023-06-30,267144,MET,false,"2023-07-26 13:27:49"
015,"Department of the Treasury",015-000000364,"Treasury IT Infrastructure Telecommunications (TNET)","Average Time To Restore (personnel dispatch not required)","Customer Satisfaction",Hours,Monthly,0,"Under target",4,,2023-07-31,2.44,MET,false,"2023-08-22 10:35:52"
015,"Department of the Treasury",015-000000364,"Treasury IT Infrastructure Telecommunications (TNET)","Network Service Availability = (Percent Available = [Minutes in Period - Minutes when Network Service is not accessible / [Minutes in Period]","Strategic and Business Results","Percentage (%)",Monthly,0,"Over target",99.99,,2023-07-31,99.97,"NOT MET",false,"2023-08-22 10:35:52"
015,"Department of the Treasury",015-000200132,"Payment Services (PS)","Percentage of System Availability during Normal Operations (PAM)","Customer Satisfaction","% of System Availability",Monthly,0,"Over target",100,,2023-07-31,100,MET,false,"2023-08-29 16:28:14"
015,"Department of the Treasury",015-000200132,"Payment Services (PS)","Average cost per payment based on project costs and transactions processed by PAM in cents.  The metric aligns with the Fiscal Service AC's goal to keep costs at a cent (0.01) or below.","Financial Performance","Cost (in Cents) per payment processed in PAM",Monthly,0,"Under target",0.01,,2023-07-31,0.0029,MET,false,"2023-08-29 16:28:13"
015,"Department of the Treasury",015-000200132,"Payment Services (PS)","Number of Production Severity 1 problems reports","Strategic and Business Results","Number of severity 1 problems reported",Monthly,0,"Under target",1,,2023-07-31,0,MET,false,"2023-08-29 16:28:12"
015,"Department of the Treasury",015-000200132,"Payment Services (PS)","Percentage of check and EFT payments processed accurately and on time.","Strategic and Business Results","% of payments processed accurately and on time",Monthly,0,"Over target",100,,2023-07-31,100,MET,false,"2023-08-29 16:28:13"
