agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2024,"Funding Total",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2024,"Funding Total",12.394217
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2024,"CIO Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2024,"Budget Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2024,"Funding Total",1.430049
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2024,"CIO Authority",0
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2024,"Budget Authority",0
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2024,"Funding Total",0.332994
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2024,"CIO Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2024,"Budget Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2024,"Funding Total",1384.619
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2024,"Funding Total",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2024,"Funding Total",56.556128
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2024,"Funding Total",112.72723
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2024,"Funding Total",82.584542
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2024,"Funding Total",33.7161
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2024,"CIO Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2024,"Budget Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2024,"Funding Total",3.863564
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2024,"Funding Total",150.335
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2024,"Funding Total",11.456441
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2024,"CIO Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2024,"Budget Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2024,"Funding Total",256.823634
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2024,"Funding Total",10.705433
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2024,"Funding Total",12.226373
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2024,"Funding Total",15.23556
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2024,"Funding Total",537.697711
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2024,"Funding Total",0.0806
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2024,"Funding Total",0.8
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2024,"CIO Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2024,"Budget Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2024,"Funding Total",198.323843
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2024,"Funding Total",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2024,"Funding Total",5.647084
184,"U.S. Agency for International Development",014-25-1030-0,"Global HIV/AIDs initiative",2020,"CIO Authority",0
184,"U.S. Agency for International Development",014-25-1030-0,"Global HIV/AIDs initiative",2020,"Budget Authority",0
184,"U.S. Agency for International Development",014-25-1030-0,"Global HIV/AIDs initiative",2020,"Funding Total",0.891069
184,"U.S. Agency for International Development",014-25-1031-0,"Global Health Programs",2020,"CIO Authority",0
184,"U.S. Agency for International Development",014-25-1031-0,"Global Health Programs",2020,"Budget Authority",0
184,"U.S. Agency for International Development",014-25-1031-0,"Global Health Programs",2020,"Funding Total",5.234497
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2020,"Funding Total",28.029501
184,"U.S. Agency for International Development",184-05-1037-0,"Economic Support Fund",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-05-1037-0,"Economic Support Fund",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-05-1037-0,"Economic Support Fund",2020,"Funding Total",2.269043
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2020,"Funding Total",29.495167
184,"U.S. Agency for International Development",184-15-1095-0,"Child Survival and Health Programs",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1095-0,"Child Survival and Health Programs",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-1095-0,"Child Survival and Health Programs",2020,"Funding Total",0.559436
184,"U.S. Agency for International Development",184-15-4513-0,"Working Capital Fund",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-4513-0,"Working Capital Fund",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-4513-0,"Working Capital Fund",2020,"Funding Total",0.166915
184,"U.S. Agency for International Development",014-05-0113-0,"Diplomatic Programs",2020,"CIO Authority",0
184,"U.S. Agency for International Development",014-05-0113-0,"Diplomatic Programs",2020,"Budget Authority",0
184,"U.S. Agency for International Development",014-05-0113-0,"Diplomatic Programs",2020,"Funding Total",0.279539
184,"U.S. Agency for International Development",184-15-1021-0,"Development Assistance Program",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1021-0,"Development Assistance Program",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-1021-0,"Development Assistance Program",2020,"Funding Total",2.468493
184,"U.S. Agency for International Development",184-15-9971-0,"Miscellaneous Trust Funds, AID",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-9971-0,"Miscellaneous Trust Funds, AID",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-9971-0,"Miscellaneous Trust Funds, AID",2020,"Funding Total",0.448838
184,"U.S. Agency for International Development",184-15-0306-0,"Assistance for Europe, Eurasia and Central Asia",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-0306-0,"Assistance for Europe, Eurasia and Central Asia",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-0306-0,"Assistance for Europe, Eurasia and Central Asia",2020,"Funding Total",2.257998
184,"U.S. Agency for International Development",184-15-1000-0,"Operating Expenses of the Agency for International Development",2020,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1000-0,"Operating Expenses of the Agency for International Development",2020,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-1000-0,"Operating Expenses of the Agency for International Development",2020,"Funding Total",196.292641
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2021,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2021,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-0300-0,"Capital Investment Fund of the United States Agency for International Development.",2021,"Funding Total",10.590021
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2021,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2021,"Budget Authority",0
184,"U.S. Agency for International Development",184-15-1035-0,"International Disaster Assistance",2021,"Funding Total",23.730014
184,"U.S. Agency for International Development",184-10-1475-0,"Global Agriculture and Food Security Program",2021,"CIO Authority",0
184,"U.S. Agency for International Development",184-10-1475-0,"Global Agriculture and Food Security Program",2021,"Budget Authority",0
184,"U.S. Agency for International Development",184-10-1475-0,"Global Agriculture and Food Security Program",2021,"Funding Total",0.070998
184,"U.S. Agency for International Development",184-15-1093-0,"Assistance for the Independent States of the Former Soviet Union",2021,"CIO Authority",0
184,"U.S. Agency for International Development",184-15-1093-0,"Assistance for the Independent States of the Former Soviet Union",2021,"Budget Authority",0
